supplier,item_category,order_status,compliance,quantity,order_date,delivery_date,delivery_lead_time,unit_price,negotiated_price,actual_spend,savings_per_unit,total_savings,savings_percentage,defective_units,defect_rate
Delta_Logistics,Electronics,Partially Delivered,Yes,1971,2023-04-24,2023-05-05,11.0,32.4,30.48,60076.08,1.92,3784.32,5.93,321.0,
Delta_Logistics,Raw Materials,Pending,Yes,1326,2022-05-11,,,59.49,56.21,74534.46,3.28,4349.28,5.510000000000001,,
Delta_Logistics,MRO,Cancelled,Yes,548,2023-09-30,2023-10-13,13.0,69.7,61.87,33904.76,7.83,4290.84,11.23,90.0,
Beta_Supplies,MRO,Delivered,Yes,803,2023-07-01,2023-07-07,6.0,67.81,61.53,49408.590000000004,6.28,5042.84,9.26,78.0,9.71357409713574
Alpha_Inc,MRO,Delivered,Yes,84,2022-01-28,2022-02-15,18.0,18.23,15.55,1306.2,2.68,225.12,14.7,0.0,0.0
Epsilon_Group,Packaging,Delivered,Yes,776,2023-02-08,2023-02-20,12.0,94.75,90.89,70530.64,3.86,2995.36,4.07,19.0,2.448453608247423
Alpha_Inc,MRO,Delivered,No,898,2023-08-30,2023-09-08,9.0,37.12,35.54,31914.92,1.58,1418.84,4.26,18.0,2.0044543429844097
Beta_Supplies,Office Supplies,Cancelled,Yes,139,2023-08-01,2023-08-08,7.0,23.71,20.18,2805.02,3.53,490.67,14.89,14.0,
Gamma_Co,Raw Materials,Delivered,Yes,825,2023-11-10,,,99.89,97.65,80561.25,2.24,1848.0,2.2399999999999998,30.0,
Alpha_Inc,MRO,Delivered,Yes,654,2022-01-28,2022-02-07,10.0,96.01,90.31,59062.74,5.7,3727.8,5.94,10.0,1.529051987767584
Gamma_Co,MRO,Delivered,No,1995,2022-03-27,2022-04-06,10.0,88.47,82.65,164886.75,5.82,11610.9,6.58,87.0,4.360902255639098
Beta_Supplies,MRO,Delivered,No,1019,2023-10-21,2023-10-28,7.0,91.56,77.93,79410.67000000001,13.63,13888.97,14.89,111.0,10.893032384690873
Epsilon_Group,Packaging,Pending,Yes,1675,2023-03-15,2023-03-31,16.0,73.8,65.34,109444.5,8.46,14170.5,11.459999999999999,42.0,
Gamma_Co,Raw Materials,Pending,Yes,1071,2022-05-19,2022-05-31,12.0,60.77,58.5,62653.5,2.27,2431.17,3.74,,
Beta_Supplies,Office Supplies,Delivered,Yes,467,2023-04-18,2023-04-27,9.0,19.17,17.11,7990.37,2.06,962.02,10.75,49.0,10.492505353319057
Delta_Logistics,MRO,Pending,Yes,164,2022-07-06,2022-07-25,19.0,48.16,47.46,7783.4400000000005,0.7,114.8,1.4500000000000002,27.0,
Epsilon_Group,Electronics,Cancelled,Yes,666,2022-02-21,2022-03-06,13.0,43.76,41.13,27392.58,2.63,1751.58,6.01,18.0,
Delta_Logistics,Packaging,Partially Delivered,No,1976,2022-09-24,2022-10-07,13.0,34.71,31.56,62362.56,3.15,6224.4,9.08,286.0,
Epsilon_Group,MRO,Delivered,Yes,1269,2023-01-24,2023-01-29,5.0,79.61,71.86,91190.34,7.75,9834.75,9.73,47.0,3.7037037037037033
Epsilon_Group,MRO,Delivered,Yes,875,2022-12-02,2022-12-12,10.0,57.63,51.8,45325.0,5.83,5101.25,10.12,16.0,1.8285714285714287
Alpha_Inc,Packaging,Partially Delivered,Yes,1574,2022-08-05,,,17.9,15.85,24947.899999999998,2.05,3226.7,11.450000000000001,31.0,
Epsilon_Group,Office Supplies,Partially Delivered,Yes,1699,2023-04-11,2023-04-26,15.0,32.05,29.34,49848.659999999996,2.71,4604.29,8.459999999999999,69.0,
Alpha_Inc,Electronics,Delivered,Yes,1566,2022-12-01,2022-12-17,16.0,75.43,71.27,111608.81999999999,4.16,6514.56,5.52,27.0,1.7241379310344827
Gamma_Co,Electronics,Delivered,Yes,1148,2022-12-12,2022-12-30,18.0,17.78,17.16,19699.68,0.62,711.76,3.49,61.0,5.313588850174216
Epsilon_Group,Office Supplies,Delivered,Yes,462,2023-01-24,2023-02-11,18.0,91.81,83.14,38410.68,8.67,4005.54,9.44,11.0,2.380952380952381
Gamma_Co,Packaging,Delivered,Yes,1449,2022-10-12,2022-10-17,5.0,57.02,49.28,71406.72,7.74,11215.26,13.569999999999999,71.0,4.899930986887509
Epsilon_Group,MRO,Delivered,Yes,1493,2023-03-08,2023-03-27,19.0,56.98,52.51,78397.43,4.47,6673.71,7.84,43.0,2.8801071667782985
Alpha_Inc,Office Supplies,Delivered,No,778,2022-09-16,2022-09-18,2.0,65.85,62.08,48298.24,3.77,2933.06,5.7299999999999995,,
Delta_Logistics,Packaging,Partially Delivered,No,1350,2022-03-25,2022-04-11,17.0,85.06,82.34,111159.0,2.72,3672.0,3.2,,
Epsilon_Group,Packaging,Delivered,Yes,1070,2023-04-27,2023-05-05,8.0,44.4,40.07,42874.9,4.33,4633.1,9.75,26.0,2.4299065420560746
Beta_Supplies,Packaging,Pending,Yes,810,2022-01-20,2022-02-03,14.0,71.02,66.8,54108.0,4.22,3418.2,5.94,73.0,
Delta_Logistics,Packaging,Cancelled,Yes,725,2023-07-07,2023-07-23,16.0,66.4,62.1,45022.5,4.3,3117.5,6.4799999999999995,118.0,
Alpha_Inc,Electronics,Delivered,Yes,1467,2022-02-23,2022-02-28,5.0,34.2,30.5,44743.5,3.7,5427.9,10.82,25.0,1.7041581458759374
Beta_Supplies,Packaging,Delivered,Yes,1942,2022-12-25,2023-01-12,18.0,93.98,81.31,157904.02000000002,12.67,24605.14,13.48,198.0,10.1956745623069
Gamma_Co,Office Supplies,Delivered,Yes,506,2022-08-18,,,84.63,72.69,36781.14,11.94,6041.64,14.11,20.0,
Alpha_Inc,MRO,Delivered,Yes,969,2023-10-28,2023-11-13,16.0,76.53,75.64,73295.16,0.89,862.41,1.16,30.0,3.0959752321981426
Delta_Logistics,MRO,Delivered,Yes,241,2022-03-12,2022-03-19,7.0,87.42,82.15,19798.15,5.27,1270.07,6.03,,
Gamma_Co,Raw Materials,Delivered,Yes,788,2023-10-30,2023-11-09,10.0,97.3,94.44,74418.72,2.86,2253.68,2.94,32.0,4.060913705583756
Gamma_Co,Office Supplies,Delivered,Yes,1762,2022-02-11,2022-02-13,2.0,74.12,65.71,115781.01999999999,8.41,14818.42,11.35,94.0,5.334846765039727
Alpha_Inc,Raw Materials,Pending,Yes,1172,2022-02-01,,,85.76,81.43,95435.96,4.33,5074.76,5.050000000000001,25.0,
Delta_Logistics,Office Supplies,Delivered,No,1621,2022-09-11,2022-09-30,19.0,75.68,73.78,119597.38,1.9,3079.9,2.5100000000000002,226.0,13.942011104256633
Alpha_Inc,Packaging,Delivered,No,1027,2022-07-24,2022-07-26,2.0,73.35,65.42,67186.34,7.93,8144.11,10.81,24.0,2.3369036027263874
Beta_Supplies,Raw Materials,Delivered,Yes,1058,2022-01-21,,,65.68,57.21,60528.18,8.47,8961.26,12.9,101.0,
Beta_Supplies,Packaging,Delivered,No,145,2023-09-29,2023-10-05,6.0,85.52,81.86,11869.7,3.66,530.7,4.279999999999999,11.0,7.586206896551724
Epsilon_Group,Office Supplies,Delivered,Yes,1737,2022-06-06,,,24.88,24.28,42174.36,0.6,1042.2,2.41,46.0,
Gamma_Co,Electronics,Delivered,Yes,712,2022-09-02,2022-09-15,13.0,92.85,89.39,63645.68,3.46,2463.52,3.73,43.0,6.03932584269663
Epsilon_Group,Electronics,Delivered,Yes,1263,2022-05-10,2022-05-16,6.0,90.24,86.84,109678.92,3.4,4294.2,3.7699999999999996,28.0,2.2169437846397466
Delta_Logistics,Electronics,Delivered,No,1809,2023-04-30,,,13.58,12.68,22938.12,0.9,1628.1,6.63,,
Beta_Supplies,Electronics,Cancelled,Yes,86,2023-11-17,,,93.6,88.22,7586.92,5.38,462.68,5.75,5.0,
Epsilon_Group,MRO,Delivered,Yes,1853,2022-04-28,,,21.92,20.72,38394.159999999996,1.2,2223.6,5.47,,
Beta_Supplies,Electronics,Delivered,No,1442,2023-08-01,2023-08-02,1.0,43.98,41.82,60304.44,2.16,3114.72,4.91,140.0,9.70873786407767
Beta_Supplies,Office Supplies,Pending,No,1768,2022-08-12,2022-09-01,20.0,79.61,74.97,132546.96,4.64,8203.52,5.83,207.0,
Beta_Supplies,Electronics,Partially Delivered,No,1598,2023-04-22,2023-05-03,11.0,26.3,26.03,41595.94,0.27,431.46,1.03,154.0,
Alpha_Inc,MRO,Cancelled,Yes,328,2023-12-18,2024-01-05,18.0,93.23,82.63,27102.64,10.6,3476.8,11.37,6.0,
Epsilon_Group,Packaging,Delivered,Yes,266,2022-09-20,2022-09-25,5.0,88.29,80.22,21338.52,8.07,2146.62,9.139999999999999,4.0,1.5037593984962405
Gamma_Co,Raw Materials,Delivered,Yes,916,2023-01-13,2023-01-28,15.0,59.01,53.37,48886.92,5.64,5166.24,9.56,47.0,5.131004366812228
Epsilon_Group,Packaging,Cancelled,Yes,922,2022-06-21,2022-06-25,4.0,10.84,9.27,8546.94,1.57,1447.54,14.48,29.0,
Gamma_Co,Packaging,Delivered,No,1871,2023-09-13,2023-09-28,15.0,39.42,37.41,69994.11,2.01,3760.71,5.1,101.0,5.398182789951898
Epsilon_Group,Raw Materials,Delivered,Yes,1346,2023-09-14,2023-09-20,6.0,72.08,67.04,90235.84000000001,5.04,6783.84,6.99,38.0,2.823179791976226
Epsilon_Group,Electronics,Delivered,Yes,1954,2022-04-28,2022-05-09,11.0,99.78,87.47,170916.38,12.31,24053.74,12.34,57.0,2.9170931422722624
Beta_Supplies,Electronics,Delivered,Yes,111,2022-06-17,2022-07-06,19.0,68.53,65.22,7239.42,3.31,367.41,4.83,11.0,9.90990990990991
Gamma_Co,Office Supplies,Pending,Yes,645,2022-11-15,2022-11-22,7.0,35.05,30.88,19917.6,4.17,2689.65,11.899999999999999,27.0,
Gamma_Co,Electronics,Cancelled,Yes,1953,2022-04-21,2022-05-04,13.0,68.07,62.95,122941.35,5.12,9999.36,7.5200000000000005,87.0,
Gamma_Co,Electronics,Delivered,Yes,778,2023-08-16,2023-09-02,17.0,64.17,61.6,47924.8,2.57,1999.46,4.0,47.0,6.041131105398458
Epsilon_Group,Office Supplies,Delivered,Yes,1415,2022-01-27,2022-02-09,13.0,80.19,78.34,110851.1,1.85,2617.75,2.31,,
Gamma_Co,Raw Materials,Delivered,Yes,446,2022-11-16,2022-11-22,6.0,20.61,19.46,8679.16,1.15,512.9,5.58,14.0,3.1390134529147984
Epsilon_Group,Office Supplies,Delivered,Yes,748,2023-08-13,,,85.95,79.16,59211.68,6.79,5078.92,7.9,32.0,
Alpha_Inc,Electronics,Pending,Yes,1092,2023-11-25,2023-12-03,8.0,65.17,63.11,68916.12,2.06,2249.52,3.16,21.0,
Beta_Supplies,Electronics,Delivered,Yes,226,2023-01-20,2023-02-02,13.0,102.47,99.16,22410.16,3.31,748.06,3.2300000000000004,28.0,12.389380530973451
Delta_Logistics,Electronics,Delivered,Yes,1685,2023-02-11,2023-02-20,9.0,43.42,42.24,71174.40000000001,1.18,1988.3,2.7199999999999998,262.0,15.548961424332344
Alpha_Inc,Office Supplies,Delivered,Yes,445,2022-07-23,,,68.94,60.35,26855.75,8.59,3822.55,12.46,7.0,
Gamma_Co,Raw Materials,Delivered,Yes,494,2022-03-19,2022-04-07,19.0,94.82,81.89,40453.66,12.93,6387.42,13.639999999999999,29.0,5.870445344129554
Beta_Supplies,MRO,Delivered,Yes,1306,2023-08-30,2023-09-11,12.0,21.05,18.27,23860.62,2.78,3630.68,13.209999999999999,128.0,9.80091883614089
Beta_Supplies,Office Supplies,Delivered,Yes,1988,2023-12-09,2023-12-11,2.0,105.2,93.23,185341.24000000002,11.97,23796.36,11.379999999999999,187.0,9.406438631790746
